ID,Cell_type,Brain_region,Trough_Peak_latency,ACG_tau_decay,ACG_tau_rise,Peak_asymmetry,Burst_index,RF_violation
0,Pyramidal Cell,SSs,0.516666666666667,12.5838402231744,0.365246914444361,1.07573759134636,99.536231884058,0
1,Pyramidal Cell,SSs,0.533333333333333,1.0001718366043,0.546226106883846,0.944856539242559,62.1538461538462,0
2,Wide Interneuron,SSs,0.616666666666667,16.0540807583421,6.43272782877481,0.679588453123424,4.20833333333333,0
3,Pyramidal Cell,SSs,0.641666666666667,1.91602784819519,1.91112813892038,0.98407559465328,12.1757443718228,0.596065964633419
4,Wide Interneuron,SSs,0.866666666666667,143.45746362882,0.630607785475889,0.83646122112335,19.3142509135201,0
5,Narrow Interneuron,SSs,0.383333333333333,259.805547140538,2.21186642959507,-0.772685841226268,144.285714285714,15.4185022026432
6,Wide Interneuron,SSs,0.433333333333333,10.2048175379655,10.8165042539526,1.04730982207614,3.48776978417266,2.58249641319943
7,Wide Interneuron,SSs,0.475,5.17654264663543,5.18659145421068,1.03019753233878,3.17610062893082,0.618429189857761
8,Wide Interneuron,SSs,0.475,56.9689291448697,19.8683557179425,0.214974080117654,0.489013035381751,1.16686114352392
9,Wide Interneuron,SSs,0.458333333333333,162.344477570401,1.09968241347311,0.647253387452633,5.30365296803653,4.78468899521531
10,Wide Interneuron,SSs,0.6,35.5081781405589,0.758390072096853,1.03162177583477,11.1949838187702,0.760311727808401
11,Pyramidal Cell,SSs,0.558333333333333,1.87291830507333,1.87142313848297,1.03599241979563,1.94522261130565,0.431778929188256
12,Pyramidal Cell,SSs,0.608333333333333,1.87090569936387,1.83397600119309,1.00199919021026,2.92753623188406,0.355113636363636
13,Wide Interneuron,SSs,0.658333333333333,86.3202906884585,1.04140436481913,-0.738718444483175,31.4946236559139,7.8125
14,Narrow Interneuron,SSs,0.366666666666667,2.85015625958867,2.84433863718207,0.957396455116023,9.54726368159204,0.868809730668983
15,Wide Interneuron,SSs,0.733333333333333,24.7348535142929,33.8298660640188,0.840565246294546,0.251243781094527,0.182182546912006
16,Wide Interneuron,SSs,0.433333333333333,202.02996378144,0.541720388089892,1.05042179378453,6.4485903814262,2.41280982671639
17,Wide Interneuron,SSs,0.433333333333333,47.0209814025535,13.9107908377824,1.04731001474709,2.56779661016949,0
18,Wide Interneuron,SSs,0.6,8.04695845692549,8.40465452029445,0.965115094962887,4.7987628323243,17.7195685670262
19,Wide Interneuron,SSs,0.45,3.79295562066605,3.61169583144747,0.953736876484877,11.0715883668904,1.45560407569141
20,Wide Interneuron,SSs,0.533333333333333,423.146793417879,49.6798520669591,1.04755066874079,3.37470167064439,2.70197243988111
21,Narrow Interneuron,SSs,0.425,405.076869091089,0.849446362440099,1.04981799645404,4.23657718120805,0.720253529242293
22,Pyramidal Cell,SSs,0.466666666666667,1.40342123355165,1.28456589518968,0.630935638233731,5.19057815845824,3.63709840371792
23,Pyramidal Cell,SSs,0.458333333333333,17.8762260376485,1.14985574954614,1.04953601829632,11.5,6.44329896907217
24,Narrow Interneuron,SSp,0.133333333333333,33.8372229473757,48.3219839519386,0.919831614075847,116.538461538462,22.3880597014925
25,Wide Interneuron,SSs,0.6,206.556170709272,1.44841854442804,1.02820198064872,31.3448275862069,1.45137880986938
26,Pyramidal Cell,SSs,0.433333333333333,1.50136467739051,1.50089136134168,1.04175163003006,7.47097378277153,4.56530369194125
27,Pyramidal Cell,SSs,0.441666666666667,2.61781852169976,2.56250557080096,0.844542437451819,5.69014084507043,2.08986415882968
28,Wide Interneuron,SSs,0.566666666666667,147.079829260621,0.337747128491225,1.06499427793986,34.0772357723577,0.348068221371389
29,Pyramidal Cell,SSp,0.583333333333333,21.7415720811648,0.982884252619596,0.607074691488412,25.25,0
30,Wide Interneuron,SSs,0.583333333333333,6.09740271745913,3.08938193947976,0.915737715767269,2.4066719618745,0.582750582750583
31,Pyramidal Cell,SSs,0.533333333333333,1.00322565801879,0.84121961965168,1.03217380076045,10.1483253588517,0.921658986175115
32,Wide Interneuron,SSs,0.7,81.3672405908562,0.563372339221127,0.827188146150924,13.1949319568278,0
33,Wide Interneuron,SSs,0.733333333333333,9.4774934182432,14.1406518622782,0.144948886251265,0.361144219308701,16.5996854796435
34,Pyramidal Cell,SSs,0.666666666666667,4.41933678606923,1.2636946883727,1.02439145845243,0,0
35,Wide Interneuron,SSs,0.433333333333333,19.5953928855763,9.71005009849568,0.576806133079947,1.41781276676468,0.0705517144066601
36,Pyramidal Cell,SSs,0.466666666666667,22.4036007444211,1.03892509851575,0.927582543080192,9.15487447016628,1.91912268677176
37,Narrow Interneuron,SSs,0.233333333333333,22.216894308315,5.44043248086285,1.04034933289234,151.5,7.2992700729927
38,Wide Interneuron,SSs,0.5,15.1773327903774,3.09934385384031,1.01400156045391,5.1010101010101,4.08246580934885
39,Narrow Interneuron,SSs,0.233333333333333,13.2782619711887,0.711334410860977,1.04034952718203,17.9325018341893,10.2662816811036
40,Narrow Interneuron,SSp,0.175,45.6396725930079,1.25421548392875,0.56012157467601,101,11.4942528735632
41,Wide Interneuron,SSs,0.65,34.5765229098399,2.64975893125247,0.707583250238231,6.20175438596491,0.860585197934596
42,Pyramidal Cell,SSs,0.625,25.3682307263905,0.975076124809526,0.574057817884737,7.93571428571429,3.18471337579618
43,Pyramidal Cell,SSs,0.533333333333333,6.45566903082564,0.130028575238723,1.04755097503408,0,0
44,Wide Interneuron,SSs,0.491666666666667,54.4365304907746,4.41380881006999,1.03722516468459,3.18514750762971,0.917711838482716
45,Wide Interneuron,SSs,0.758333333333333,97.1752836065591,0.763884376918612,0.918072212692743,17.9979035639413,0
46,Wide Interneuron,SSs,0.433333333333333,6.68426043212342,3.1982923236538,0.381356462063437,0,6.18238021638331
47,Wide Interneuron,SSs,0.483333333333333,77.3906086602529,3.08191453635624,1.05931631913185,3.88461538461538,0.903070439494281
48,Wide Interneuron,SSs,0.583333333333333,9.19442509961988,10.5595136418514,1.04220388186464,3.07739183424741,7.49038396652946
49,Wide Interneuron,SSs,0.508333333333333,61.7354617562352,1.07275148024481,1.0678438024509,4.51283761253751,4.51392711659143
50,Wide Interneuron,SSs,0.791666666666667,11.3535813308241,17.7921506837089,0.023402178863919,0.0972088546679499,0.431127398146152
51,Narrow Interneuron,SSs,0.425,14.5845186431168,0.208798774039027,1.07951556406498,104.884615384615,0
52,Pyramidal Cell,SSs,0.508333333333333,2.38462769986946,2.13460590221794,1.036891334483,2.93337129840547,1.09269714077582
53,Wide Interneuron,SSs,0.558333333333333,95.7456309665312,0.763961814963127,1.05175421900909,4.85285285285286,0
54,Pyramidal Cell,SSs,0.575,13.8310596998014,1.95545246082339,0.940231437376159,7.43427970557308,1.45102781136638
55,Pyramidal Cell,SSs,0.525,9.51587762385377,2.02515835103694,1.03968430454113,6.73333333333333,0
56,Pyramidal Cell,SSs,0.525,5.82590778785967,0.130978627828623,1.03356892233426,6.73333333333333,0
57,Wide Interneuron,SSs,0.766666666666667,24.438020428847,38.168558303719,0.614135888002648,0.208986107005616,0.491239561159325
58,Pyramidal Cell,SSs,0.608333333333333,1.62872839207447,1.60993579590754,0.724806135074681,11.129476584022,13.3749442710655
59,Pyramidal Cell,SSs,0.666666666666667,14.6033950913875,0.775145575589497,0.728555566004183,47.2514619883041,0.366434591425431
60,Narrow Interneuron,SSs,0.225,13.8501859838565,4.50376597313225,1.01258306915656,6.66632349576755,1.0073875083949
61,Pyramidal Cell,SSs,0.441666666666667,1.00011012611309,0.811345920022569,0.437023820888172,8.00377358490566,5.14579759862779
62,Narrow Interneuron,SSp,0.175,10.1794965362952,1.11903309202295,1.0002565264024,16.4998564455929,16.4081816138458
63,Wide Interneuron,SSs,0.883333333333333,51.5679837151813,0.53462937274613,0.845324242276393,11.9451923076923,0.224014336917563
64,Narrow Interneuron,SSp,0.175,11.630137946262,0.93832727363119,0.925249703906779,62.7723463687151,26.4290104486786
65,Wide Interneuron,SSs,0.625,7.700822200442,11.0543723140718,0.974143142454478,3.984765625,14.4981412639405
66,Pyramidal Cell,SSs,0.466666666666667,10.8989172610199,0.630993671870014,0.432222514368319,96.6837606837607,0
67,Narrow Interneuron,SSp,0.225,23.0692689295171,0.747225168152707,0.96619276676855,21.9182115594329,28.4436834094368
68,Pyramidal Cell,SSs,0.575,1.8261980555333,1.8063667611002,1.0496308043816,7.53427419354839,2.68937696100403
69,Wide Interneuron,SSs,0.608333333333333,56.3875676085062,0.772649678362369,0.949111420349208,11.2482598607889,0.457456541628545
70,Wide Interneuron,SSs,0.625,8.78990484154654,22.5128110493275,0.974002303623947,2.43971782813168,2.14224507283633
71,Narrow Interneuron,SSp,0.175,21.7166486569141,2.57775799527754,1.01226168675024,19.7608695652174,1.13895216400911
72,Pyramidal Cell,SSs,0.5,19.2938087043616,0.254719931876203,1.0516422564838,58.6602994321115,1.29399585921325
73,Pyramidal Cell,SSs,0.533333333333333,4.58713868104728,0.600136946311404,1.0291122400132,3.12497472194135,0.446428571428571
74,Narrow Interneuron,SSs,0.408333333333333,44.9603918936904,1.43759672304152,0.815674611937847,6.43102040816327,6.13718411552347
75,Wide Interneuron,SSs,0.6,14.1718532942557,4.26328863572051,0.509550933580767,17.2763157894737,0
76,Pyramidal Cell,SSs,0.541666666666667,20.553192511355,2.18951621903652,0.891326697707052,8.1535230984601,4.74365991607371
77,Wide Interneuron,SSs,0.558333333333333,8.26816287943135,8.88729580849358,0.9228276840151,6.57837603126357,0.826446280991736
78,Wide Interneuron,SSs,0.508333333333333,149.991640841597,2.3485813103718,0.941869544096621,3.11783912140101,0.616370808678501
79,Wide Interneuron,SSs,0.45,96.2936740798535,34.6516272578698,0.817196240842981,1.44976076555024,0.702740688685875
80,Wide Interneuron,SSs,0.475,40.5217693353211,2.10385301994839,0.960979880940011,10.4521934758155,2.45047988564427
81,Wide Interneuron,SSs,0.491666666666667,9.37927762029924,11.2727338920397,1.05647625955553,1.23347701149425,0.642880102860816
82,Narrow Interneuron,SSp,0.175,8.95226624909495,0.548518182503777,0.975348938854505,17.623730964467,37.1844558500052
83,Narrow Interneuron,SSp,0.133333333333333,7.15418169384422,1.44783715568884,0.919831597903314,20.6778889899909,61.0041623309053
84,Wide Interneuron,SSs,0.658333333333333,83.3974756710595,3.33000505766696,1.0881754149488,0,0
85,Wide Interneuron,SSs,0.458333333333333,4.14199839703673,4.10491589361349,0.695979817005355,4.79197080291971,0.851426138782461
86,Narrow Interneuron,SSp,0.258333333333333,25.0216612783042,0.851726791470719,0.865301050291478,23.6218579234973,9.31606453078846
87,Wide Interneuron,SSs,0.666666666666667,84.2184118083971,1.21087290368284,1.02439139955152,0,2.26244343891403
88,Pyramidal Cell,SSs,0.5,10.0539551007128,1.1891938342162,1.04219144701633,9.16744913928012,1.30378096479791
89,Pyramidal Cell,SSs,0.616666666666667,4.90897523708671,0.307505035892773,0.699455768822444,54.132581100141,24.9487354750513
90,Wide Interneuron,SSp,0.725,20.1064777891504,4.52513160488729,0.246080311127994,3.71852731591449,5.9871703492516
91,Wide Interneuron,SSs,0.433333333333333,90.2254757135167,0.58998136974523,0.820399847983447,4.17192404869459,0
92,Narrow Interneuron,SSs,0.225,12.6246548935685,7.85381448711297,1.01509060403655,2.48589888216593,1.14207400639561
93,Wide Interneuron,SSs,0.466666666666667,49.4704046059902,7.44894126083048,1.05217492961535,1.97892791127542,0
94,Wide Interneuron,SSs,0.516666666666667,6.88673806722715,5.13515292819246,1.05187743326027,6.65451505016723,3.18073384073611
95,Narrow Interneuron,SSp,0.175,8.68011531361928,0.822421203058395,0.979938282018964,17.0412989763502,32.8809444996138
96,Narrow Interneuron,SSp,0.175,9.68222173989319,1.05237796798334,0.944489377842269,18.5329865216363,30.1075268817204
97,Pyramidal Cell,SSs,0.508333333333333,2.48040788689975,1.95123329314406,1.03047149318965,57.7142857142857,0
98,Wide Interneuron,SSs,0.583333333333333,4.7711652778466,3.79526464012957,0.77830660686485,9.66086956521739,0.795544948289578
99,Wide Interneuron,SSs,0.608333333333333,191.736063749103,0.767910513059343,0.935171430227863,4.18024032042724,2.58830694275274
100,Narrow Interneuron,SSs,0.408333333333333,16.5909753817123,1.31079330913495,1.02647154615085,36.236641221374,2.75178866263071
101,Wide Interneuron,SSs,0.55,3.20366565161025,3.07748251367395,1.0421535924833,6.50059594755661,1.58227848101266
102,Wide Interneuron,SSs,0.508333333333333,66.4203789716049,1.43516810848451,1.04466559109114,7.07719714964371,1.81447040145158
103,Pyramidal Cell,SSs,0.591666666666667,18.0422789728804,1.92148434826842,0.781557426960246,4.84246575342466,0
104,Pyramidal Cell,SSs,0.541666666666667,16.6001755806388,0.76383979937602,0.520380960407077,25.3648128716335,8.82837049229388
105,Wide Interneuron,SSs,0.516666666666667,5.30949262427624,3.34884209334104,1.04455351754247,4.90291262135922,2.34619395203337
106,Narrow Interneuron,SSp,0.208333333333333,2.88576349856567,2.71729997594975,0.366873855769203,175.264705882353,19.7461212976023
107,Wide Interneuron,SSp,0.541666666666667,8.62249668205282,6.14855099003566,1.05797571051824,12.9487179487179,4.34782608695652
108,Pyramidal Cell,SSs,0.466666666666667,1.8279562489552,1.81123058528572,1.04650683438889,5.44261620732209,3.05868858726821
109,Wide Interneuron,SSs,0.608333333333333,8.24670593701045,11.616536045327,0.989136800189258,4.5923339540658,19.1243568585574
110,Narrow Interneuron,SSs,0.4,1.33347524875417,1.31103686321901,0.967218096649053,3.58156028368794,1.53940886699507
111,Pyramidal Cell,SSs,0.508333333333333,3.07489889664266,2.97870982259128,1.03014337647243,3.5109135004042,0.395335046451868
112,Narrow Interneuron,SSp,0.175,11.2426017661215,1.06671532625324,0.969408504957605,76.1493848857644,18.0904522613065
113,Wide Interneuron,SSs,0.541666666666667,6.34052496154263,3.83804566107375,0.891326944351921,13.0705882352941,1.35869565217391
114,Wide Interneuron,SSs,0.458333333333333,28.3671567688196,34.6338792660361,0.964376387896999,1.90366492146597,1.44885540423066
115,Wide Interneuron,SSs,0.475,38.2526357093785,7.86913915502509,1.04209581196047,4.04,0
116,Narrow Interneuron,SSs,0.175,8.8695453654699,0.603782350749797,0.509556497597922,43.9315749811605,66.908538643267
117,Pyramidal Cell,SSs,0.533333333333333,14.6218911993181,1.4598306969823,1.06265447143434,3.36089193825043,0.751201923076923
118,Wide Interneuron,SSs,0.891666666666667,111.070185513953,0.625494978510099,0.895781676680611,14.9646174259177,0
119,Wide Interneuron,SSs,0.933333333333333,105.837633834398,0.839863582369218,0.805909661493361,22.5638297872341,0
120,Pyramidal Cell,SSp,0.608333333333333,1.4592216356354,1.21737363524384,-0.432554621324246,12.284681130835,4.76816836566919
121,Pyramidal Cell,SSs,0.45,1.64799574689601,1.64181151713313,0.94716027507615,6.10579345088161,3.79048931771192
122,Pyramidal Cell,SSs,0.541666666666667,3.06069978287906,2.87676555525595,1.02915375811666,4.38042131350682,2.57550924841957
123,Wide Interneuron,SSs,0.591666666666667,9.30289978877897,12.0899263800988,0.982103371801781,5.13070776255708,15.7209302325581
124,Pyramidal Cell,SSs,0.608333333333333,23.9634865044553,0.210246039199873,0.949111069277314,15.0425531914894,0
125,Wide Interneuron,SSp,0.583333333333333,6.59436527046093,4.60262232175291,0.710811366543003,7.39588100686498,6.04838709677419
126,Narrow Interneuron,SSp,0.225,30.4621273283244,0.720285166866037,0.888076440114411,18.5650130548303,15.1191454396056
127,Wide Interneuron,SSp,0.541666666666667,147.727486885308,1.61110086318653,-0.259048806791933,8.23758865248227,2.37449118046133
128,Pyramidal Cell,SSp,0.491666666666667,2.81187812005451,2.57080762078135,-0.385706285683306,6.72851002865329,4.0185859600653
