ID,Cell_type,Brain_region,Trough_Peak_latency,ACG_tau_decay,ACG_tau_rise,Peak_asymmetry,Burst_index,RF_violation
0,Pyramidal Cell,CP,0.75,11.009273063605,0.388896957977444,0.557950675204372,61.9812974868498,0
1,Pyramidal Cell,CP,1.00833333333333,10.624800634879,0.392476890136538,0.668479574973006,3.97829581993569,0
2,Pyramidal Cell,CP,0.625,28.681631115415,0.649865849157426,0.981163251914441,3.69704049844237,0
3,Wide Interneuron,ACB,0.8,450.895197424771,3.93030833544106,0.666931221718244,1.44339977435126,2.74390243902439
4,Pyramidal Cell,ACB,0.825,8.02379499988595,0.299858497002177,0.636805843563185,8.97777777777778,0
5,Wide Interneuron,CP,0.75,14.7743112447147,28.6618494807441,0.741295646793159,0.569816643159379,0.376081233546446
6,Wide Interneuron,OT,0.691666666666667,68.0887477749491,1.83144875834148,0.737105117194074,12.2087912087912,0
7,Pyramidal Cell,ACB,1,11.0148709716618,1.79311590717103,0.587453752632774,7.01388888888888,0
8,Narrow Interneuron,SI,0.266666666666667,318.130622451508,1.60644899117144,0.970476849943281,0.774191689239813,0.226387756950104
9,Pyramidal Cell,CP,1.00833333333333,6.14654702939901,2.27212618723972,0.804926428251663,0.417725258493353,0.492732200049273
10,Pyramidal Cell,CP,0.633333333333333,9.57881078053924,0.18701703749676,0.96177366882973,81.9946236559139,0
11,Wide Interneuron,CP,0.741666666666667,229.628132365512,2.30779717218852,0.567703246343854,2.18614718614719,0
12,Pyramidal Cell,ACB,0.808333333333333,9.24594873889178,0.858841442893053,0.682023079779411,10.5102949360044,0
13,Narrow Interneuron,SI,0.291666666666667,5.90622034584977,5.07869271928513,1.10092240138989,1.28018679119413,0
14,Pyramidal Cell,OT,0.65,13.3347125853431,1.43259336704947,0.235414017835054,2.72972972972973,4.60829493087558
15,Wide Interneuron,OT,0.608333333333333,291.459663372173,1.47872601315236,1.02786472812558,3.95373665480427,28.7081339712919
16,Narrow Interneuron,SI,0.3,499.994310699767,2.99660191508707,1.02123472569727,0.349816710908861,1.59579461184643
17,Narrow Interneuron,SI,0.283333333333333,11.2828978355762,2.48971360765167,1.03140774115558,0.381582054309327,0.169391039214026
18,Wide Interneuron,CP,0.916666666666667,83.2135821343713,2.02607082558566,0.90098133539325,0.140825432236475,0
19,Wide Interneuron,ACB,0.625,268.077884606316,3.84349807006303,0.865340430936753,2.69413159454653,0
20,Pyramidal Cell,OT,0.65,19.0963960520977,1.56621836796609,0.235414140498098,15.8283582089552,1.23304562268804
21,Wide Interneuron,CP,0.9,9.72073933345859,4.43841473031328,-0.0671828271212703,3.77362637362637,2.08768267223382
