ID,Cell_type,Brain_region,Trough_Peak_latency,ACG_tau_decay,ACG_tau_rise,Peak_asymmetry,Burst_index,RF_violation
0,Pyramidal Cell,BLA,0.666666666666667,14.441032286309,0.62766662810812,0.805077955151563,68.7971014492753,0
1,Pyramidal Cell,BLA,0.733333333333333,5.86638397064787,0.367076966760005,0.745495542993038,27.6101152368758,3.77002827521206
2,Narrow Interneuron,GPe,0.241666666666667,3.33693932028712,2.50772719173891,1.02072080285815,1.57612484157161,1.78201885490917
3,Wide Interneuron,BLA,0.641666666666667,6.86424937637487,3.44804288889336,0.954573641455518,1.33774834437086,0
4,Pyramidal Cell,BLA,0.616666666666667,1.13685475372106,1.13067777791816,1.0093366852573,28.685537583254,0.18677624206201
5,Wide Interneuron,BLA,0.775,5.41112666460906,6.06125537641862,0.579378384826102,0.754620526936689,0.4510599909788
6,Wide Interneuron,BLA,0.725,15.3495627212879,3.23533676592846,0.168476838869706,0,0
7,Pyramidal Cell,BLA,0.633333333333333,4.2050825392719,0.461545679001404,1.05167764169345,18.244183137353,0.677277345072807
8,Pyramidal Cell,BLA,0.683333333333333,1.05148941022158,0.756238787058167,0.968238407884944,14.8169582772544,0.646830530401035
9,Wide Interneuron,BLA,0.941666666666667,27.3051787030621,37.1555890332696,-0.66809648358029,0.835862068965517,0
10,Narrow Interneuron,GPe,0.333333333333333,4.94213108920443,2.96375593128192,0.961342877148191,0.0889445874542745,0.0576269232985651
11,Pyramidal Cell,BLA,0.841666666666667,10.302100124343,0.460629698691582,0.546509131899923,8.50369276218612,1.00150225338007
12,Pyramidal Cell,BLA,0.791666666666667,5.8385119534839,0.714876955105268,0.766894768417829,11.0055713915522,0
13,Wide Interneuron,BLA,0.891666666666667,496.640022341567,2.31988153566333,0.408290480164194,0.409696735561135,0
14,Pyramidal Cell,BLA,0.775,5.76091269388764,0.423594218304503,0.367396079399408,18.4829079307202,0
15,Narrow Interneuron,GPe,0.258333333333333,3.30769135757785,2.56790356498515,0.981883699208941,1.77563098346388,0
16,Pyramidal Cell,BLA,0.591666666666667,7.61645538337755,0.398728728366511,0.953528854690497,580.75,2.91970802919708
