ID,Cell_type,Brain_region,Trough_Peak_latency,ACG_tau_decay,ACG_tau_rise,Peak_asymmetry,Burst_index
218,Wide Interneuron,MOs,0.775,3.37824000335276,3.37658492864003,0.158187094015601,0.260981912144703
219,Wide Interneuron,ORB,0.625,8.32105849565081,10.1387434225663,0.194377431245016,2.93604651162791
220,Narrow Interneuron,ORB,0.158333333333333,1.20623274734413,1.05128936844299,0.702767323380819,2.90735960255224
221,Pyramidal Cell,ORB,0.483333333333333,1.2299661787055,1.17034236470463,1.05908526839592,6.69688768606225
222,Wide Interneuron,ORB,0.658333333333333,35.6669588140089,7.66783422301261,0.862071159907631,0.968051118210863
223,Wide Interneuron,MOs,0.7,4.91196508616092,4.91003484677032,-0.347422531448653,1.17551210428305
224,Narrow Interneuron,,0.416666666666667,16.6219302151907,5.63345878756853,0.841615299428808,0
225,Pyramidal Cell,ORB,0.458333333333333,9.59711629491539,0.983399253696789,1.01949903183052,14.6162601626016
226,Narrow Interneuron,ORB,0.283333333333333,68.726048542143,2.30116751318983,1.02617266749086,8.10119940029985
227,Wide Interneuron,MOs,0.841666666666667,13.2628031054692,3.93524262455421,0.112793401114965,3.74074074074074
228,Wide Interneuron,MOs,0.7,5.28789542832298,5.28294146008899,0.629731851441611,1.57461024498886
229,Narrow Interneuron,MOs,0.316666666666667,19.7949070670512,2.5726766931429,1.03598001455097,1.02279040265961
230,Wide Interneuron,ORB,0.608333333333333,3.89086786060923,3.88074106762159,0.274628543617048,3.84761904761905
231,Wide Interneuron,MOs,0.625,12.2561673409074,9.48472763744395,-0.065253042808839,0.855026455026455
232,Narrow Interneuron,MOs,0.191666666666667,362.299985633697,1.66930008960726,0.970389169081917,2.39933158702918
233,Wide Interneuron,MOs,0.65,3.67328717532785,3.66893235299026,1.0061506469129,1.27244094488189
234,Wide Interneuron,MOs,0.95,58.7438212401044,21.7522684669304,0.875016356866011,0
235,Wide Interneuron,MOs,0.525,3.90409125241553,3.89295082627174,1.0409578562481,3.43450881612091
236,Wide Interneuron,ORB,0.575,68.8485826998367,1.21312529449842,1.02111005964278,15.1974921630094
237,Wide Interneuron,MOs,0.566666666666667,6.30984998884977,6.34256044347869,0.947967860656289,0.548465924518056
238,Wide Interneuron,MOs,0.833333333333333,6.41150125782139,8.8437372620831,-0.292038312984675,0.477165354330709
239,Wide Interneuron,ORB,0.516666666666667,39.0872376831833,2.70806635679284,1.00281934525923,7.84711779448621
240,Wide Interneuron,ORB,0.566666666666667,126.426904193285,4.44889747371333,1.00702319891882,6.07087971274686
241,Pyramidal Cell,MOs,0.625,1.00017131037599,1.2155790240985,-0.577283378396158,2.53500660501982
242,Wide Interneuron,MOs,0.783333333333333,5.03866059383625,5.02246867450082,0.939056032590391,0.561111111111111
243,Narrow Interneuron,MOs,0.15,92.5783715090594,2.52854690533477,0.795345358400082,1.1180564762031
244,Wide Interneuron,MOs,0.458333333333333,101.733317073695,5.62709373348841,1.01742013784676,0
245,Wide Interneuron,ORB,0.691666666666667,58.0894968429574,6.5239203969086,1.07625294241703,3.2199473530272
246,Pyramidal Cell,ORB,0.675,2.74838088982699,2.60883273928899,0.41082008886347,3.78534923339012
247,Wide Interneuron,ORB,0.766666666666667,24.8546290984234,3.41758417391392,0.956767298089213,7.57499999999999
248,Narrow Interneuron,ORB,0.258333333333333,175.532413888085,2.88512259237903,0.957220720450201,2.2073204567282
249,Wide Interneuron,MOs,0.716666666666667,4.87122418477368,3.19073876722359,0.671585137624851,0
250,Wide Interneuron,ORB,0.6,58.5989821303532,2.7873461142117,-0.226544319634418,1.54545454545454
251,Wide Interneuron,MOs,0.608333333333333,120.041933728009,5.24492820387088,0.975243579109734,0.176847265996298
252,Wide Interneuron,MOs,0.916666666666667,6.21458323790721,6.43855104395896,-0.537623784768252,0.396078431372549
253,Pyramidal Cell,MOs,0.641666666666667,2.11121714176456,2.02488282636055,1.07753340537454,0.852720450281426
254,Wide Interneuron,ORB,0.675,7.51416509941545,9.02701295530708,0.860771832856549,1.08663111610066
255,Wide Interneuron,MOs,0.583333333333333,65.3215837103892,23.4373528649461,1.01951235208893,0
256,Wide Interneuron,MOs,1.00833333333333,13.8089029237877,7.28751242117515,0.885225630385487,0
257,Pyramidal Cell,ORB,0.541666666666667,1.99352788363885,1.84935130229901,1.02024763796446,6.45015576323988
258,Wide Interneuron,MOs,0.8,33.4176314690012,49.7944935983597,0.283453285902629,0.615050021748586
259,Wide Interneuron,MOs,0.708333333333333,35.4488996149616,35.4856759120642,-0.216581884779576,0.278165074447026
