ID,Cell_type,Brain_region,Trough_Peak_latency,ACG_tau_decay,ACG_tau_rise,Peak_asymmetry,Burst_index,RF_violation
0,Wide Interneuron,,0.483333333333333,4.67556047305543,3.55154576639303,0.967212790589887,1.79715302491103,0
1,Narrow Interneuron,,0.233333333333333,43.063849273321,11.5257848402276,0.885887969640265,0.980582524271845,0
2,Wide Interneuron,VPL,0.475,4.83488340062374,3.84426232412047,1.04958728597035,3.60714285714286,0
3,Wide Interneuron,,1.11666666666667,5.47345060754963,4.14453202034632,-0.827630753683331,0,0
4,Pyramidal Cell,,0.566666666666667,20.280847156273,2.36112090314745,1.07070225418538,14.8680203045685,0
5,Pyramidal Cell,VPM,0.433333333333333,22.682194485016,0.542488327041949,0.996565455201275,19.8304878048781,2.13932343896243
6,Narrow Interneuron,,0.208333333333333,17.3379343406949,5.93695176460485,0.991360315143583,0,0
7,Narrow Interneuron,,0.35,9.6920515124464,0.68565073638713,1.04328616194774,99.4619289340101,1.63576881134133
8,Pyramidal Cell,,0.566666666666667,2.62948829022646,2.14651584774631,1.00626263726152,1.06778606965174,0.272182906913446
9,Wide Interneuron,,0.558333333333333,39.6749565884954,3.11449229528025,1.0909118385713,2.77981651376147,1.57315154693235
10,Narrow Interneuron,RT,0.391666666666667,29.089609503685,1.28333937600835,1.01706244208577,9.94798583444001,2.14132762312634
11,Narrow Interneuron,,0.216666666666667,13.7218992247395,5.43611159636228,0.901487082648406,0,0
12,Wide Interneuron,,1.15833333333333,4.84581889661501,4.47454805389689,-0.132608781420983,1.11849390919158,1.11152278621712
13,Pyramidal Cell,,0.658333333333333,6.13003253687104,0.361602023012122,0.931158321651824,173.018900343643,0
14,Pyramidal Cell,,0.566666666666667,10.8813775091168,0.99204231213881,1.03792463350253,17.7010309278351,0
15,Wide Interneuron,VPM,0.441666666666667,66.0758113022275,1.46484232740308,1.00981084955365,5.61567988833314,3.53998788951511
16,Narrow Interneuron,,0.4,50.4073300566935,8.2228704470237,-0.546719264565471,0.798193621224951,0
17,Narrow Interneuron,,0.283333333333333,27.5592882533194,4.20008091700676,1.02896069136891,3.93440562955517,0.375845652718617
18,Pyramidal Cell,,0.441666666666667,20.8224335651425,1.69350758612563,1.03350270376751,1.10583941605839,0
19,Wide Interneuron,,0.9,9.10898077770064,4.70037503655513,-0.792886910316833,0,0
20,Wide Interneuron,,0.525,165.2749071293,2.11076610138855,0.991584036341404,36.1473684210526,1.82815356489945
21,Wide Interneuron,,0.558333333333333,38.9902261518668,4.62959604663727,1.07791397148836,1.56589147286822,0
22,Narrow Interneuron,VPM,0.383333333333333,47.5311215744336,0.813863337426609,0.944483150973825,11.158142999007,2.47329960652052
23,Pyramidal Cell,,0.541666666666667,9.09464594258107,2.71303814875657,0.638646352829344,2.31803278688525,0.312207305650952
24,Wide Interneuron,MEA,0.541666666666667,34.6704530060848,9.8583169875476,0.835905226963336,1.578125,0
25,Wide Interneuron,,1.35833333333333,68.8401564376764,11.335138504056,-1.00156254640454,2.73371473663444,8.34386852085967
26,Narrow Interneuron,RT,0.216666666666667,15.698048942683,0.853206782811198,1.01882744812477,31.6401017380246,11.1032028469751
27,Wide Interneuron,,0.583333333333333,10.2709878226251,7.29138883198544,0.429554826486032,3.51304347826087,1.91113234591495
28,Narrow Interneuron,,0.366666666666667,11.8601812869127,0.660127382245243,0.850564686853359,6.21077977403223,0.17951709900368
